x,y,theta
3.5230439776635754,3.6142339833711663,0.0
3.52087837399361,3.6391401421895626,0.0
3.5099095933125843,3.661604894721579,0.0
3.506577455201408,3.686382116770476,0.0
3.492518769689183,3.707054724500397,0.0
3.4707048045203797,3.7192678594480117,0.0
3.4511014564499467,3.734782233458491,0.0
3.4305764775064054,3.7490553049602386,0.0
3.4097257234115252,3.7628477245993555,0.0
3.388574752637367,3.77617627704406,0.0
3.3647798151490056,3.7838438186622216,0.0
3.34038139254423,3.7783918532489498,0.0
3.317885359494169,3.7892973099544225,0.0
3.2952550490983574,3.799921241997497,0.0
3.2725251751024294,3.810330788051049,0.0
3.249768598225244,3.8206815877658347,0.0
3.2269826481786756,3.8309675376261385,0.0
3.204195935192643,3.841251198668049,0.0
3.181407696327681,3.8515318079521013,0.0
3.157294994552358,3.858133523138365,0.0
3.1324422414964763,3.8608450099951757,0.0
3.1075109056757517,3.862695138196573,0.0
3.0825261640925126,3.863570229762347,0.0
3.057528452538377,3.8639059231267243,0.0
3.0325444738946024,3.8630178615900537,0.0
3.0078149355622363,3.8593504115842325,0.0
2.9852101836384852,3.848672310839179,0.0
2.969150307910893,3.829512612067349,0.0
2.94460463798947,3.834256569657571,0.0
2.9200471425063474,3.838939492090633,0.0
2.8954827805680443,3.843586556368864,0.0
2.8709130780534897,3.84820386600798,0.0
2.8463407052508094,3.852809731555128,0.0
2.8217671880389323,3.857407204768167,0.0
2.7971944337665198,3.8620100185574575,0.0
2.772623205373036,3.8666181729229994,0.0
2.7480546472676783,3.87124311195676,0.0
2.723488759450446,3.8758833097798107,0.0
2.698987340017964,3.8808500456936645,0.0
2.6744813429486944,3.8857954193025126,0.0
2.649973438530764,3.8907316376377867,0.0
2.6254632452944398,3.8956564118810935,0.0
2.6009530520581157,3.9005804231849357,0.0
2.576413867122141,3.905357950111595,0.0
2.5517335383852346,3.90934354587411,0.0
2.52704329143529,3.9132681064794657,0.0
2.503080125795008,3.920391672259443,0.0
2.4800000625848773,3.9300001318752766,0.0
2.453735589981079,3.9935665130615234,3.0890106658577845
